time,estebangiraldo,mrbleat,panorama_laguna,lscfj
1378743501340,355
1378744195843,355
1378756839765,354
1378759554147,354
1378760442069,354
1378764033196,354
1378767628768,354
1378771229406,354
1378774831818,354
1378778433438,354
1378782027344,354
1378785628350,354
1378789229915,354
1378814433877,354
1378818029926,354
1378908776881,354
1378909623592,354
1378911637351,354
1378915232441,354
1378918866897,354
1378922436937,354
1378926030147,354
1378929653744,354
1378940537953,354
1378957685198,354
1378958453297,354
1378987242852,354
1378990840441,354
1378992838633,354
1378995185635,354
1378998074562,354
1379001673006,354
1379005270737,354
1379008876278,354
1379012475683,354
1379016072637,354
1379019668992,354
1379034080397,354
1379037679911,354
1379041292046,354
1379044867790,354
1379048476478,354
1379052064051,354
1379055667108,354
1379059280887,354
1379062875021,354
1379066469428,354
1379070076428,354
1379073669022,354
1379077276564,355
1379080872555,356
1379084478345,356
1379088074570,356
1379091674735,356
1379102475775,356
1379106084811,356
1379109673589,356
1379113270735,356
1379116876113,356
1379120522843,356
1379124132871,356
1379127671384,356
1379131270718,356
1379134871399,356
1379138471388,356
1379142074111,356
1379145666538,356
1379149265685,356
1379152869564,356
1379156478985,356
1379160073768,356
1379163676548,356
1379167276292,356
1379170888773,356
1379174492860,356
1379178099031,356
1379181714886,356
1379185302755,356
1379188906804,356
1379192503342,356
1379196106491,356
1379199733152,356
1379203270020,356
1379206872742,356
1379210475820,356
1379214076622,356
1379217918215,357
1379221274566,357
1379224872549,357
1379228471161,357
1379232072772,357
1379235721917,357
1379239291065,357
1379242882520,357
1379246489917,357
1379250093462,357
1379253675986,357
1379257288709,357
1379260876939,357
1379264508555,357
1379268126564,357
1379271703343,357
1379275329409,357
1379278956195,357
1379282898252,357
1379286136440,357
1379289735935,357
1379293302826,356
1379296922236,356
1379300502065,356
1379304094677,356
1379307711573,356
1379311318679,355
1379314914139,355
1379318518557,355
1379322131523,355
1379325714929,355
1379329308112,355
1379332936689,355
1379336531701,355
1379340120690,355
1379343701011,355
1379347357006,356
1379350951096,356
1379354547272,356
1379358136207,356
1379361871349,356
1379362137670,356
1379365349284,356
1379368922985,356
1379372672226,356
1379376158251,356
1379379709221,356
1379383389615,356
1379387042545,355
1379390567122,355
1379394141552,355
1379397724992,355
1379401412550,355
1379404951916,355
1379408529038,355
1379412142259,355
1379415855921,355
1379417455278,355,1757,6521,2374
